Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR1000_zombieYoRadiated,entityclasses,Entity,,,Niklaus the Concerned
DoughsR1001_zombieMaleHazmatRadiated,entityclasses,Entity,,,Ruby the Embarrassed To the Bone
DoughsR1002_zombieWightFeral,entityclasses,Entity,,,Dolla the Impish Feral Wight
DoughsR1003_zombieBusinessManRadiated,entityclasses,Entity,,,Clay the Joyous Radiated Businessman
DoughsR1004_zombieWightRadiated,entityclasses,Entity,,,Mikayla the Joyfully Unhappy Radiated Wight
DoughsR1005_zombieTomClarkRadiated,entityclasses,Entity,,,Kelsey the Troubled
DoughsR1006_zombieScreamerRadiated,entityclasses,Entity,,,Jamie the Officially Brainless Radiated Screamer
DoughsR1007_zombieUtilityWorker,entityclasses,Entity,,,Misty
DoughsR1008_zombieMutated,entityclasses,Entity,,,Kai the Hurried and Frisky
DoughsR1009_zombieLab,entityclasses,Entity,,,Yael the Blithering Lab Worker
DoughsR100_zombieSkateboarderFeral,entityclasses,Entity,,,Daleyza the Dreamily Decayed Feral Thug
DoughsR1010_zombieBoe,entityclasses,Entity,,,Stanley the Broadly Naughty Boe
DoughsR1011_zombieLumberjackFeral,entityclasses,Entity,,,Whitley the Smelly and Violent
DoughsR1012_zombieSpiderRadiated,entityclasses,Entity,,,Paul the Second-hand and International
DoughsR1013_zombieFemaleFatFeral,entityclasses,Entity,,,Royce the Incredible Feral Big Momma
DoughsR1014_zombieFemaleFat,entityclasses,Entity,,,Jade the Salty
DoughsR1015_zombieDemolition,entityclasses,Entity,,,Aubrielle the Sheepishly Confused and Unpleasant
DoughsR1016_zombieArleneRadiated,entityclasses,Entity,,,Eric the Weakly Abhorrent and Frozen
DoughsR1017_zombieFatCop,entityclasses,Entity,,,Leah the Wrongly Inadequate and Jagged
DoughsR1018_zombieMarlene,entityclasses,Entity,,,Ramsey the Crushing Marlene
DoughsR1019_zombieBikerFeral,entityclasses,Entity,,,Sienna
DoughsR101_zombieLabRadiated,entityclasses,Entity,,,Gia the Defective
DoughsR1020_zombieFatHawaiian,entityclasses,Entity,,,Rayne the Inwardly Dreadful and Temporary
DoughsR1021_zombieBikerRadiated,entityclasses,Entity,,,Ollie the Completely Filthy Radiated Biker
DoughsR1022_zombieJanitor,entityclasses,Entity,,,Buttermilk the Backstabbing
DoughsR1023_zombieSoldierRadiated,entityclasses,Entity,,,Endellion the Kinda Decayed and Guiltless
DoughsR1024_zombieBiker,entityclasses,Entity,,,Marengo
DoughsR1025_zombieDarlene,entityclasses,Entity,,,Crystal the Very Ill Darlene
DoughsR1026_zombieBusinessManFeral,entityclasses,Entity,,,Shawnee the Junior Feral Businessman
DoughsR1027_zombieSoldierFeral,entityclasses,Entity,,,Ledger the Fiery
DoughsR1028_zombieFatCopFeral,entityclasses,Entity,,,Puma the Second-hand Feral Cop
DoughsR1029_zombieMoeFeral,entityclasses,Entity,,,Hoover the Yapping Feral Moe
DoughsR102_zombieBoeRadiated,entityclasses,Entity,,,Keenan
DoughsR1030_zombieTomClark,entityclasses,Entity,,,Stix the Fiercely-loyal Tom Clark
DoughsR1031_zombieScreamer,entityclasses,Entity,,,Johan the Victoriously Highly Disappointing and Vengeful
DoughsR1032_zombieJoe,entityclasses,Entity,,,Emilia
DoughsR1033_zombieMoeRadiated,entityclasses,Entity,,,Windy the Loudly Frantic
DoughsR1034_zombieYoFeral,entityclasses,Entity,,,Keyla the Sick
DoughsR1035_zombieSkateboarder,entityclasses,Entity,,,Brian the Shaggy Thug
DoughsR1036_zombieMutatedFeral,entityclasses,Entity,,,Utah the Impatient
DoughsR1037_zombieUtilityWorkerRadiated,entityclasses,Entity,,,Alexa the Warped Radiated Utility Worker
DoughsR1038_zombieSteveCrawlerFeral,entityclasses,Entity,,,Isla
DoughsR1039_zombiePartyGirlRadiated,entityclasses,Entity,,,Song the Scented and Scary
DoughsR103_zombieSteveCrawler,entityclasses,Entity,,,Jazzy the Hideous and Accessible
DoughsR1040_zombieYo,entityclasses,Entity,,,Eden the Imported Yo
DoughsR1041_zombieArleneFeral,entityclasses,Entity,,,Money the Haunting Feral Arlene
DoughsR1042_zombieMutatedRadiated,entityclasses,Entity,,,Jordyn the Successfully Unapologetic and Unselfish
DoughsR1043_zombieFatCopRadiated,entityclasses,Entity,,,Jule
DoughsR1044_zombieArlene,entityclasses,Entity,,,Brodie the Vivid and Waterlogged
DoughsR1045_zombieFatHawaiianRadiated,entityclasses,Entity,,,Stevie the Sorta Deceased Radiated Tourist
DoughsR1046_zombieSkateboarderFeral,entityclasses,Entity,,,Elian the Properly Bitter Feral Thug
DoughsR1047_zombieLabRadiated,entityclasses,Entity,,,Indy the Nervously Verbally Abusive
DoughsR1048_zombieBoeRadiated,entityclasses,Entity,,,Pinjo the Saddened Radiated Boe
DoughsR1049_zombieSteveCrawler,entityclasses,Entity,,,Adriel
DoughsR104_zombieLabFeral,entityclasses,Entity,,,Birdie the Unfortunate Feral Lab Worker
DoughsR1050_zombieLabFeral,entityclasses,Entity,,,Seneca the Valiantly Guiltless Feral Lab Worker
DoughsR1051_zombieBoeFeral,entityclasses,Entity,,,Austyn
DoughsR1052_zombieJanitorRadiated,entityclasses,Entity,,,Yehuda the Submissive
DoughsR1053_zombieSoldier,entityclasses,Entity,,,Sariyah the Too Hungry and Fragrant
DoughsR1054_zombieNurse,entityclasses,Entity,,,Lennox the Competent Nurse
DoughsR1055_zombieDarleneRadiated,entityclasses,Entity,,,Mira
DoughsR1056_zombieScreamerFeral,entityclasses,Entity,,,Beatrix the Condescending Feral Screamer
DoughsR1057_zombieTomClarkFeral,entityclasses,Entity,,,North
DoughsR1058_zombieMaleHazmatFeral,entityclasses,Entity,,,Shiloh the Squealing Feral Hazmat
DoughsR1059_zombieNurseFeral,entityclasses,Entity,,,Liberty the Looming Feral Nurse
DoughsR105_zombieBoeFeral,entityclasses,Entity,,,Linden the Obviously Friendless and Ominous
DoughsR1060_zombieNurseRadiated,entityclasses,Entity,,,Harleigh the Lowlife and Tedious
DoughsR1061_zombieFemaleFatRadiated,entityclasses,Entity,,,Muhammad the Accidental and Hospitable
DoughsR1062_zombieDarleneFeral,entityclasses,Entity,,,Ingrid the Helplessly Damaged and Tawdry
DoughsR1063_zombieSkateboarderRadiated,entityclasses,Entity,,,Adrianna the Powerfully Steady and Chilling
DoughsR1064_zombieSpider,entityclasses,Entity,,,Victory the Adhoc Spider
DoughsR1065_zombieJanitorFeral,entityclasses,Entity,,,Zuza the Softly Vacuous and Calculating
DoughsR1066_zombieUtilityWorkerFeral,entityclasses,Entity,,,Angelo the Excitedly Frugal and Dickish
