Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR100_animalStag,entityclasses,Entity,,,Honey Bunny
DoughsR101_animalChicken,entityclasses,Entity,,,Snuggles the Acidic
DoughsR102_animalDoe,entityclasses,Entity,,,Tigger the Frankly Bull-headed Doe
DoughsR103_animalRabbit,entityclasses,Entity,,,All-star the Unnecessarily Abiding Rabbit
DoughsR104_animalStag,entityclasses,Entity,,,Tater Tot the Inadequate and Striking
DoughsR105_animalChicken,entityclasses,Entity,,,Mister Cutie the Inappropriately Harsh Chicken
DoughsR106_animalDoe,entityclasses,Entity,,,Missy the Adhoc
DoughsR107_animalRabbit,entityclasses,Entity,,,Slick
DoughsR108_animalStag,entityclasses,Entity,,,Butter Babe the Awful and Accepting
DoughsR109_animalChicken,entityclasses,Entity,,,Missy the Jagged Chicken
DoughsR10_animalDoe,entityclasses,Entity,,,Num Nums the Super
DoughsR110_animalDoe,entityclasses,Entity,,,Muggles the Ugly Like Your Ex and Sassy
DoughsR111_animalRabbit,entityclasses,Entity,,,Beau the Cruel Rabbit
DoughsR112_animalStag,entityclasses,Entity,,,Doll the Cruel Stag
DoughsR113_animalChicken,entityclasses,Entity,,,Max the Temporary
DoughsR114_animalDoe,entityclasses,Entity,,,Babe the Lively Furtive Doe
DoughsR115_animalRabbit,entityclasses,Entity,,,Lovey Dovey the Stunning Rabbit
DoughsR116_animalStag,entityclasses,Entity,,,Chick the Illegal
DoughsR117_animalChicken,entityclasses,Entity,,,Beautiful the Haggard and Perfect
DoughsR118_animalDoe,entityclasses,Entity,,,Bumpkin the Ignorant
DoughsR119_animalRabbit,entityclasses,Entity,,,Mooky the Thoughtless Rabbit
DoughsR11_animalRabbit,entityclasses,Entity,,,Love Bug the Conscious
DoughsR120_animalStag,entityclasses,Entity,,,Looker
DoughsR121_animalChicken,entityclasses,Entity,,,Superstar the Damaging Chicken
DoughsR122_animalDoe,entityclasses,Entity,,,Sugar Puff the Hospitable and Considerate
DoughsR123_animalRabbit,entityclasses,Entity,,,Trouble the Wearily Really Smelly Rabbit
DoughsR124_animalStag,entityclasses,Entity,,,Pickle Pie the Never Really Loose Stag
DoughsR125_animalChicken,entityclasses,Entity,,,Bees Knees the Brightly Swift Chicken
