Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR100_animalSnake,entityclasses,Entity,,,Camden the Cheap
DoughsR101_animalWolf,entityclasses,Entity,,,Rafter the Waterlogged
DoughsR102_animalBoar,entityclasses,Entity,,,Ladies Man
DoughsR103_animalZombieVultureRadiated,entityclasses,Entity,,,Jensen the Pestilent
DoughsR104_animalZombieBear,entityclasses,Entity,,,Jett the Creepy
DoughsR105_animalBear,entityclasses,Entity,,,Sadie the Waggish
DoughsR106_animalDireWolf,entityclasses,Entity,,,Lilly the Instinctive and Clear-cut
DoughsR107_animalZombieDog,entityclasses,Entity,,,Sassy the Haunting and Ajar
DoughsR108_animalMountainLion,entityclasses,Entity,,,Lian the Fluffy and Terrible
DoughsR109_animalBossGrace,entityclasses,Entity,,,Stix the Supposedly Inborn
DoughsR10_animalDireWolf,entityclasses,Entity,,,Luciana the Far Close
DoughsR110_animalZombieVulture,entityclasses,Entity,,,Cutie Patootie the Furtive Zombie Vulture
DoughsR111_animalCoyote,entityclasses,Entity,,,Nia the Inexcusable
DoughsR112_animalSnake,entityclasses,Entity,,,Kate the Intently Subdued and Dearest
DoughsR113_animalWolf,entityclasses,Entity,,,Azrael the Tempting
DoughsR114_animalBoar,entityclasses,Entity,,,Baboo the Squeaky and Demanding
DoughsR115_animalZombieVultureRadiated,entityclasses,Entity,,,Avah the Jovial and Acid
DoughsR116_animalZombieBear,entityclasses,Entity,,,Ernesto the Crockpot Of Sadness and Territorial
DoughsR117_animalBear,entityclasses,Entity,,,Snookums
DoughsR118_animalDireWolf,entityclasses,Entity,,,Lina the Common
DoughsR119_animalZombieDog,entityclasses,Entity,,,Short Cake the Leslightly Synonymous and Hypnotic
DoughsR11_animalZombieDog,entityclasses,Entity,,,Champion the Honestly Darling
DoughsR120_animalMountainLion,entityclasses,Entity,,,Indy
DoughsR121_animalBossGrace,entityclasses,Entity,,,Stepper the Very Dead and Completely Inhuman
DoughsR122_animalZombieVulture,entityclasses,Entity,,,Hun Bun the Humdrum Zombie Vulture
DoughsR123_animalCoyote,entityclasses,Entity,,,Kareem the Aboriginal
DoughsR124_animalSnake,entityclasses,Entity,,,Aleena the Serene
DoughsR125_animalWolf,entityclasses,Entity,,,Allie the Colorfully Second
DoughsR126_animalBoar,entityclasses,Entity,,,Dove the Xenophobic Boar
DoughsR127_animalZombieVultureRadiated,entityclasses,Entity,,,Sullivan
DoughsR128_animalZombieBear,entityclasses,Entity,,,Biznes the Hateful and Maniacal
DoughsR129_animalBear,entityclasses,Entity,,,Sweetkins the Outraged
DoughsR12_animalMountainLion,entityclasses,Entity,,,Seeka the Imperfect
DoughsR130_animalDireWolf,entityclasses,Entity,,,Aleah the Shocking
DoughsR131_animalZombieDog,entityclasses,Entity,,,Milo the Important and Familiar
DoughsR132_animalMountainLion,entityclasses,Entity,,,Creed
DoughsR133_animalBossGrace,entityclasses,Entity,,,Eithan the Combative
DoughsR134_animalZombieVulture,entityclasses,Entity,,,Kissy Face the Mechanically Closed Zombie Vulture
DoughsR135_animalCoyote,entityclasses,Entity,,,Isabelle the Sweltering
DoughsR136_animalSnake,entityclasses,Entity,,,Randy the Corpselike
