Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR100_animalChicken,entityclasses,Entity,,,Jelly Bean the Itchy Chicken
DoughsR101_animalDoe,entityclasses,Entity,,,Cheeky Monkey the Crazed Doe
DoughsR102_animalStag,entityclasses,Entity,,,Pandabear the Stale and Refined
DoughsR103_animalRabbit,entityclasses,Entity,,,Cuddly-wuddly the Frustrating Rabbit
DoughsR104_animalChicken,entityclasses,Entity,,,Snugglebuns the Coarse
DoughsR105_animalDoe,entityclasses,Entity,,,Baby Face the Depraved Doe
DoughsR106_animalStag,entityclasses,Entity,,,Trouble the Sharply Lewd
DoughsR107_animalRabbit,entityclasses,Entity,,,Tater Tot the Fully Sulky Rabbit
DoughsR108_animalChicken,entityclasses,Entity,,,Pudding the Extra Fluffy
DoughsR109_animalDoe,entityclasses,Entity,,,Snuggles the Elegantly Dear Doe
DoughsR10_animalStag,entityclasses,Entity,,,Angel Eyes the Super Stag
DoughsR110_animalStag,entityclasses,Entity,,,Daddy Mack the Really Smelly Stag
DoughsR111_animalRabbit,entityclasses,Entity,,,Missy the Flickering
DoughsR112_animalChicken,entityclasses,Entity,,,Sweetie the Likely Fretful Chicken
DoughsR113_animalDoe,entityclasses,Entity,,,Baby Kins the Atrocious and Alarmed
DoughsR114_animalStag,entityclasses,Entity,,,Luv Puppies the Mortally Unnerving Stag
DoughsR115_animalRabbit,entityclasses,Entity,,,Zoey the Actual
DoughsR116_animalChicken,entityclasses,Entity,,,Apple the Zigzag Chicken
DoughsR117_animalDoe,entityclasses,Entity,,,Spark the Clearly Imported Doe
DoughsR118_animalStag,entityclasses,Entity,,,Loverboy the Intently Hopeful
DoughsR119_animalRabbit,entityclasses,Entity,,,Doobie the Sharply Saddened
DoughsR11_animalRabbit,entityclasses,Entity,,,Honey Bunch the Tasteful
DoughsR120_animalChicken,entityclasses,Entity,,,Whiskers
DoughsR121_animalDoe,entityclasses,Entity,,,Pooh Bear the Frugal Doe
DoughsR122_animalStag,entityclasses,Entity,,,Fluffer-nutter the Valiantly Xenophobic and Only
DoughsR123_animalRabbit,entityclasses,Entity,,,Biscuit
DoughsR124_animalChicken,entityclasses,Entity,,,Baby Kins the Frothy
DoughsR125_animalDoe,entityclasses,Entity,,,Oliver the Scarce Doe
DoughsR126_animalStag,entityclasses,Entity,,,Charlie the Diligently Jumbo Stag
DoughsR127_animalRabbit,entityclasses,Entity,,,Cookie the Helplessly Free Rabbit
DoughsR128_animalChicken,entityclasses,Entity,,,Princess the Stunning and Grumpy
DoughsR129_animalDoe,entityclasses,Entity,,,Sparkles
