Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR100_animalChicken,entityclasses,Entity,,,Zoe the Abrasive and Pure
DoughsR101_animalStag,entityclasses,Entity,,,Mittens the Supposedly Informal Stag
DoughsR102_animalRabbit,entityclasses,Entity,,,Sweetsie the Terribly Whiny
DoughsR103_animalDoe,entityclasses,Entity,,,Sweets the Slap Happy Doe
DoughsR104_animalChicken,entityclasses,Entity,,,Soda Pop the Immediate
DoughsR105_animalStag,entityclasses,Entity,,,Sun Beam the Grotesque Stag
DoughsR106_animalRabbit,entityclasses,Entity,,,Poopie the Blathering and Sleepy
DoughsR107_animalDoe,entityclasses,Entity,,,Sailor the Soon Irrational Doe
DoughsR108_animalChicken,entityclasses,Entity,,,Pepper the Possessed Chicken
DoughsR109_animalStag,entityclasses,Entity,,,Lucky the Defenseless Stag
DoughsR10_animalRabbit,entityclasses,Entity,,,Tator-tot the Slightly Damned and Knobby
DoughsR110_animalRabbit,entityclasses,Entity,,,Superman the Cleverly Malformed Rabbit
DoughsR111_animalDoe,entityclasses,Entity,,,Handsome the Warmhearted and Awe-inspiring
DoughsR112_animalChicken,entityclasses,Entity,,,Pussy Cat
DoughsR113_animalStag,entityclasses,Entity,,,Zoey
DoughsR114_animalRabbit,entityclasses,Entity,,,Sparky the Shrilly Loose and Sightly
DoughsR115_animalDoe,entityclasses,Entity,,,Milo the Unfortunately Symptomatic and Superb
DoughsR116_animalChicken,entityclasses,Entity,,,Lion King the Husky and Childlike
DoughsR117_animalStag,entityclasses,Entity,,,Darling the Jubilantly Lame
DoughsR118_animalRabbit,entityclasses,Entity,,,Jelly Bean the Reassuringly Obviously Bitter Rabbit
DoughsR119_animalDoe,entityclasses,Entity,,,Darling O Mine the Repeatedly Fussy and Huggable
DoughsR11_animalDoe,entityclasses,Entity,,,Twinkle Toes the Upright Abounding and Bewitching
DoughsR120_animalChicken,entityclasses,Entity,,,Prince Charming the Incompetent and Fashionable
DoughsR121_animalStag,entityclasses,Entity,,,Sweet Potato the Spooky and Statuesque
DoughsR122_animalRabbit,entityclasses,Entity,,,Pop Tart the Strictly Fumbling
DoughsR123_animalDoe,entityclasses,Entity,,,My World the Acrid and Ravishing
DoughsR124_animalChicken,entityclasses,Entity,,,Bees Knees the Jovially Shitty and Fatherly
DoughsR125_animalStag,entityclasses,Entity,,,Buster the Aboriginal
DoughsR126_animalRabbit,entityclasses,Entity,,,Tootsie the Mentally Impaired Rabbit
DoughsR127_animalDoe,entityclasses,Entity,,,Spunky the Childish Doe
DoughsR128_animalChicken,entityclasses,Entity,,,Pretty Princess the Defenseless Chicken
DoughsR129_animalStag,entityclasses,Entity,,,Tiger Toes
DoughsR12_animalChicken,entityclasses,Entity,,,Heart Throb the Crazy
DoughsR130_animalRabbit,entityclasses,Entity,,,Superman the Impractical Rabbit
DoughsR131_animalDoe,entityclasses,Entity,,,Girlfriend the Mean
DoughsR132_animalChicken,entityclasses,Entity,,,Cherub the Disturbingly Nasty
DoughsR133_animalStag,entityclasses,Entity,,,Amazing the Freely Grown Stag
DoughsR134_animalRabbit,entityclasses,Entity,,,Cutie the Punctually Fruitful and Altruistic
DoughsR135_animalDoe,entityclasses,Entity,,,Dumpling the Truthfully Crappy
DoughsR136_animalChicken,entityclasses,Entity,,,Butter Babe the Scholarly
DoughsR137_animalStag,entityclasses,Entity,,,Muffy the Relatively Abnormal
DoughsR138_animalRabbit,entityclasses,Entity,,,Boo Boo the Convincing
DoughsR139_animalDoe,entityclasses,Entity,,,Teady Bear the Decorous
DoughsR13_animalStag,entityclasses,Entity,,,Precious
DoughsR140_animalChicken,entityclasses,Entity,,,Dearie
DoughsR141_animalStag,entityclasses,Entity,,,Chester the Fretful Stag
DoughsR142_animalRabbit,entityclasses,Entity,,,Baby Boy the Sunny and Crazy
DoughsR143_animalDoe,entityclasses,Entity,,,Lovie the Surprisingly Zesty
DoughsR144_animalChicken,entityclasses,Entity,,,Big Daddy the Recklessly Screeching
DoughsR145_animalStag,entityclasses,Entity,,,Loveylove the Highly Vengeful Stag
DoughsR146_animalRabbit,entityclasses,Entity,,,Luv Puppies the Barbed
DoughsR147_animalDoe,entityclasses,Entity,,,Sweetsie the Bonkers Doe
DoughsR148_animalChicken,entityclasses,Entity,,,Frou-frou the Shameless Chicken
DoughsR149_animalStag,entityclasses,Entity,,,Muffin the Furry and Early
DoughsR14_animalRabbit,entityclasses,Entity,,,Shmoopsie Poo the Distressed
DoughsR150_animalRabbit,entityclasses,Entity,,,Charlie
DoughsR151_animalDoe,entityclasses,Entity,,,Sailor
DoughsR152_animalChicken,entityclasses,Entity,,,Baby Angel
DoughsR153_animalStag,entityclasses,Entity,,,Bailey the Infinitely Sad Stag
DoughsR154_animalRabbit,entityclasses,Entity,,,Giggles the Dankest Rabbit
DoughsR155_animalDoe,entityclasses,Entity,,,Teddy the Confrontational Doe
DoughsR156_animalChicken,entityclasses,Entity,,,Socks the Debonair Chicken
DoughsR157_animalStag,entityclasses,Entity,,,Babes the Demonic
DoughsR158_animalRabbit,entityclasses,Entity,,,Buster the Stinky
DoughsR159_animalDoe,entityclasses,Entity,,,Pretty Princess the Arrogantly Futuristic Doe
DoughsR15_animalDoe,entityclasses,Entity,,,Punk
DoughsR160_animalChicken,entityclasses,Entity,,,Mcdreamy the Conventional Chicken
DoughsR161_animalStag,entityclasses,Entity,,,Cleo
DoughsR162_animalRabbit,entityclasses,Entity,,,Pinup
DoughsR163_animalDoe,entityclasses,Entity,,,Sasha the Haunted
DoughsR164_animalChicken,entityclasses,Entity,,,Muffin
DoughsR165_animalStag,entityclasses,Entity,,,Cuddly-wuddly the Unnecessarily Furious Stag
DoughsR166_animalRabbit,entityclasses,Entity,,,Patches the Stupendous and Taking
DoughsR167_animalDoe,entityclasses,Entity,,,Cutie Pootie the Zestfully Convincing
DoughsR168_animalChicken,entityclasses,Entity,,,Cleo the Clumsy Chicken
DoughsR169_animalStag,entityclasses,Entity,,,Puddin Head the Hilarious
DoughsR16_animalChicken,entityclasses,Entity,,,Babes the Unlined Chicken
DoughsR170_animalRabbit,entityclasses,Entity,,,Champ the Tearful
DoughsR171_animalDoe,entityclasses,Entity,,,Lady Love the Profane Doe
DoughsR172_animalChicken,entityclasses,Entity,,,Muncie
DoughsR173_animalStag,entityclasses,Entity,,,Cuteness the Absentmindedly Vital
DoughsR174_animalRabbit,entityclasses,Entity,,,Shorty the Only Hurt and Generous
DoughsR175_animalDoe,entityclasses,Entity,,,Doll the Irrational
DoughsR176_animalChicken,entityclasses,Entity,,,Honey Bunny the Sneaky and Goofy
DoughsR177_animalStag,entityclasses,Entity,,,Angel the Resentful Stag
DoughsR178_animalRabbit,entityclasses,Entity,,,Lover Pie the Upbeat Irritable
DoughsR179_animalDoe,entityclasses,Entity,,,Sadie the Gruesome and Emaciated
DoughsR17_animalStag,entityclasses,Entity,,,Rosie the Slap Happy Stag
DoughsR180_animalChicken,entityclasses,Entity,,,Superman the Domesticated
DoughsR181_animalStag,entityclasses,Entity,,,Pudding the Insistent
