Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR100_animalDireWolf,entityclasses,Entity,,,Wynter the Humongous and Useless
DoughsR101_animalZombieVultureRadiated,entityclasses,Entity,,,Rhythm
DoughsR102_animalBoar,entityclasses,Entity,,,Angel Face the Scandalous
DoughsR103_animalZombieDog,entityclasses,Entity,,,Sugams the Speedily Seeping Zombie Dog
DoughsR104_animalZombieBear,entityclasses,Entity,,,Naga the Slightly Cruel and Gruesome
DoughsR105_animalBossGrace,entityclasses,Entity,,,Abbey the International
DoughsR106_animalWolf,entityclasses,Entity,,,Winter
DoughsR107_animalCoyote,entityclasses,Entity,,,Theodore the Joyfully Supreme
DoughsR108_animalMountainLion,entityclasses,Entity,,,Lilliana the Frail
DoughsR109_animalSnake,entityclasses,Entity,,,Hank the Warped
DoughsR10_animalWolf,entityclasses,Entity,,,Dalton
DoughsR110_animalBear,entityclasses,Entity,,,Cutie Patootie the Distressed Bear
DoughsR111_animalZombieVulture,entityclasses,Entity,,,Sweetie the Smelly
DoughsR112_animalDireWolf,entityclasses,Entity,,,Maya the Inconclusive
DoughsR113_animalZombieVultureRadiated,entityclasses,Entity,,,Pueblo
DoughsR114_animalBoar,entityclasses,Entity,,,Dearie the Satisfying Boar
DoughsR115_animalZombieDog,entityclasses,Entity,,,Kitten the Unworthy Zombie Dog
DoughsR116_animalZombieBear,entityclasses,Entity,,,Cain the Shady
DoughsR117_animalBossGrace,entityclasses,Entity,,,Alani the Frozen and Staking
DoughsR118_animalWolf,entityclasses,Entity,,,Leonidas the Maniacal and Eccentric
DoughsR119_animalCoyote,entityclasses,Entity,,,Fart Philanthropist the At-the-ready and Violent
DoughsR11_animalCoyote,entityclasses,Entity,,,Dreamer the Temporary and Unlucky
DoughsR120_animalMountainLion,entityclasses,Entity,,,Aydin the Lightly Jolly
DoughsR121_animalSnake,entityclasses,Entity,,,Maggie the United
DoughsR122_animalBear,entityclasses,Entity,,,Chester
DoughsR123_animalZombieVulture,entityclasses,Entity,,,Sadie the Densely Moronic Zombie Vulture
DoughsR124_animalDireWolf,entityclasses,Entity,,,Tarzan the Infamous
DoughsR125_animalZombieVultureRadiated,entityclasses,Entity,,,Legacy the Combative
DoughsR126_animalBoar,entityclasses,Entity,,,Bob the Informal
DoughsR127_animalZombieDog,entityclasses,Entity,,,Baby Angel
DoughsR128_animalZombieBear,entityclasses,Entity,,,Jermajesty the Very Absurd
DoughsR129_animalBossGrace,entityclasses,Entity,,,Jermaine
DoughsR12_animalMountainLion,entityclasses,Entity,,,Emmett the Scientific
DoughsR130_animalWolf,entityclasses,Entity,,,Ayleen the Tangible and Tawdry
DoughsR131_animalCoyote,entityclasses,Entity,,,Isaac the Metal
DoughsR132_animalMountainLion,entityclasses,Entity,,,Abram the Dimly Weird and Imperfect
DoughsR133_animalSnake,entityclasses,Entity,,,Ian the Wisely Disturbingly Nasty and Humongous
DoughsR134_animalBear,entityclasses,Entity,,,Hot Stuff
DoughsR135_animalZombieVulture,entityclasses,Entity,,,Sweet Cheeks the Judgmentally Startled Zombie Vulture
DoughsR136_animalDireWolf,entityclasses,Entity,,,Larry the Very Cold
DoughsR137_animalZombieVultureRadiated,entityclasses,Entity,,,Baylee
DoughsR138_animalBoar,entityclasses,Entity,,,Baby Doll
DoughsR139_animalZombieDog,entityclasses,Entity,,,Sweet Prince
DoughsR13_animalSnake,entityclasses,Entity,,,Monty
DoughsR140_animalZombieBear,entityclasses,Entity,,,Brynlee
DoughsR141_animalBossGrace,entityclasses,Entity,,,Abraham the Impertinent
DoughsR142_animalWolf,entityclasses,Entity,,,Emma the Sort Of Ugly
DoughsR143_animalCoyote,entityclasses,Entity,,,Vera the Immature
DoughsR144_animalMountainLion,entityclasses,Entity,,,Charley the Really Stupid
DoughsR145_animalSnake,entityclasses,Entity,,,Elliott the Dark
DoughsR146_animalBear,entityclasses,Entity,,,Pooky Pooky the Wan Bear
DoughsR147_animalZombieVulture,entityclasses,Entity,,,Bubbies the Chilling Zombie Vulture
DoughsR148_animalDireWolf,entityclasses,Entity,,,Kylan the Confused and Instantly Frisky
DoughsR149_animalZombieVultureRadiated,entityclasses,Entity,,,Kasen the Scrawny and Suspicious
DoughsR14_animalBear,entityclasses,Entity,,,Mr. Big the Utterly Xenophobic and Equine
DoughsR150_animalBoar,entityclasses,Entity,,,Baby Angel the Condescending
DoughsR151_animalZombieDog,entityclasses,Entity,,,Frou-frou the Gleefully Infuriated Zombie Dog
DoughsR152_animalZombieBear,entityclasses,Entity,,,Emmalyn the Acclaimed and Ugly Like Your Ex
DoughsR153_animalBossGrace,entityclasses,Entity,,,Brianna
DoughsR154_animalWolf,entityclasses,Entity,,,Adalyn the Furiously Short-term and Standard
DoughsR155_animalCoyote,entityclasses,Entity,,,Lila
DoughsR156_animalMountainLion,entityclasses,Entity,,,Musa the Jumpy
DoughsR157_animalSnake,entityclasses,Entity,,,Atreus the Heavily Freak and Colorful
DoughsR158_animalBear,entityclasses,Entity,,,Sweetheart the Chauvinistic
DoughsR159_animalZombieVulture,entityclasses,Entity,,,Monkey the Spooky Zombie Vulture
DoughsR15_animalZombieVulture,entityclasses,Entity,,,Hunk the Free-loading and Ideal
DoughsR160_animalDireWolf,entityclasses,Entity,,,Rainbow
DoughsR161_animalZombieVultureRadiated,entityclasses,Entity,,,Thiago the Absorbing and Inborn
DoughsR162_animalBoar,entityclasses,Entity,,,Sugar Plum the Cowardly and Familiar
DoughsR163_animalZombieDog,entityclasses,Entity,,,Charlie the Often Inconsequential Zombie Dog
DoughsR164_animalZombieBear,entityclasses,Entity,,,Sarai the Highly Very Cold
DoughsR165_animalBossGrace,entityclasses,Entity,,,Reyansh the Future and Contemptible
DoughsR166_animalWolf,entityclasses,Entity,,,Destiny the Wonderfully Darling
DoughsR167_animalCoyote,entityclasses,Entity,,,Sevyn the Huge
DoughsR168_animalMountainLion,entityclasses,Entity,,,Carter the Scratchy
DoughsR169_animalSnake,entityclasses,Entity,,,Alonzo the Sardonic
DoughsR16_animalDireWolf,entityclasses,Entity,,,Lilly the Shivering
DoughsR170_animalBear,entityclasses,Entity,,,Bambi the Four Bear
DoughsR171_animalZombieVulture,entityclasses,Entity,,,Shmoopsie Poo the Shallow and Failing
DoughsR172_animalDireWolf,entityclasses,Entity,,,Jammies the Possessed
DoughsR173_animalZombieVultureRadiated,entityclasses,Entity,,,Biznes the Extra Frightful
DoughsR174_animalBoar,entityclasses,Entity,,,Bambi the Idealistic
DoughsR175_animalZombieDog,entityclasses,Entity,,,Tator-tot the Loose
DoughsR176_animalZombieBear,entityclasses,Entity,,,Aubrey
DoughsR177_animalBossGrace,entityclasses,Entity,,,Kallie the Tragically Hilarious
DoughsR178_animalWolf,entityclasses,Entity,,,Eddie the Tedious and Frugal
DoughsR179_animalCoyote,entityclasses,Entity,,,Dalary the Coarse
DoughsR17_animalZombieVultureRadiated,entityclasses,Entity,,,George the Zestily Dashing
DoughsR180_animalMountainLion,entityclasses,Entity,,,Shadow the Shaking
DoughsR181_animalSnake,entityclasses,Entity,,,Sebastian the Clear-cut and Free
DoughsR182_animalBear,entityclasses,Entity,,,Mittens the Bull-headed and Feeble
DoughsR183_animalZombieVulture,entityclasses,Entity,,,Prince the Depressing and Beneficial
DoughsR184_animalDireWolf,entityclasses,Entity,,,Lacey the Interesting and Gory
DoughsR185_animalZombieVultureRadiated,entityclasses,Entity,,,Wicked
DoughsR186_animalBoar,entityclasses,Entity,,,Old Lady the Hysterical and Hot
DoughsR187_animalZombieDog,entityclasses,Entity,,,Hot Mama the Fluffy Zombie Dog
DoughsR188_animalZombieBear,entityclasses,Entity,,,Kehlani the Joyfully Ever So Dismal
DoughsR189_animalBossGrace,entityclasses,Entity,,,Cookie the Frustrating
