Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR1000_zombieSpiderFeral,entityclasses,Entity,,,Zahara the Jealously Frank Feral Spider Zombie
DoughsR1001_zombieSkateboarder,entityclasses,Entity,,,Tomas
DoughsR1002_zombieSoldier,entityclasses,Entity,,,Katy Brown the Swiftly Unnatural and Ultra Hateful
DoughsR1003_zombieSteveCrawlerFeral,entityclasses,Entity,,,Dillinger the Truthfully Godawful
DoughsR1004_zombieArleneFeral,entityclasses,Entity,,,Jaliyah the Unknown and Suspicious
DoughsR1005_legendaryZombieLab,entityclasses,Entity,,,Jenna
DoughsR1006_zombieSteveFeral,entityclasses,Entity,,,Wapiti the Dullest Tool
DoughsR1007_zombieSkateboarderRadiated,entityclasses,Entity,,,Waffles the Officially Stubborn and Shamefully Careless
DoughsR1008_zombieSoldierFeral,entityclasses,Entity,,,Rebekah the Strict Feral Soldier
DoughsR1009_zombieStripper,entityclasses,Entity,,,Elixir the Especially Creepy and Decimal
DoughsR100_zombieSoldier,entityclasses,Entity,,,Buzz the Hurt Fallen Soldier
DoughsR1010_zombieJanitorRadiated,entityclasses,Entity,,,Graham the Violet
DoughsR1011_zombieMarleneFeral,entityclasses,Entity,,,Shane the Sheepishly Itchy and Cold-hearted
DoughsR1012_zombieSteveRadiated,entityclasses,Entity,,,Kailani the Mortally Dirty
DoughsR1013_zombieJoe,entityclasses,Entity,,,Abdullah the Coarse
DoughsR1014_zombieSnowFeral,entityclasses,Entity,,,Whitley the Calmly Gullible and Painfully Honest
DoughsR1015_zombieFemaleFatFeral,entityclasses,Entity,,,Kinsley
DoughsR1016_zombieFatCopFeral,entityclasses,Entity,,,Paris the Healthily Squealing and Full Of Rage
DoughsR1017_zombieYoFeral,entityclasses,Entity,,,Sydney the Likely Stingy Feral Carcass
DoughsR1018_zombieSteveCrawler,entityclasses,Entity,,,Kietche the Enthusiastically Hulking Crawler
DoughsR1019_zombieOldTimerFeral,entityclasses,Entity,,,Sienna the Colorful Feral Zombie Cowboy
DoughsR101_zombieSteveCrawlerFeral,entityclasses,Entity,,,Ingrid the Dishonest and Fart Juggling
DoughsR1020_zombieScreamerFeral,entityclasses,Entity,,,Cohen the Jumpy
DoughsR1021_zombieDemolition,entityclasses,Entity,,,Rapunzel the Salty
DoughsR1022_zombieBoe,entityclasses,Entity,,,Rayne the Honorable Infected Survivor
DoughsR1023_zombieScreamerRadiated,entityclasses,Entity,,,Shawnee the Drunken and Guiltless
DoughsR1024_zombieFemaleFatRadiated,entityclasses,Entity,,,Hailee
DoughsR1025_zombieOldTimerRadiated,entityclasses,Entity,,,Gage the Lightly Backstabbing
DoughsR1026_zombieUtilityWorkerFeral,entityclasses,Entity,,,Leonard the Lurking and Vulgar
DoughsR1027_zombieBoeRadiated,entityclasses,Entity,,,Adeline the Homely
DoughsR1028_zombieSoldierRadiated,entityclasses,Entity,,,Mariam the Knavishly Incredible and Dickish
DoughsR1029_zombieBikerRadiated,entityclasses,Entity,,,Paityn the Unimpressively Alcoholic
DoughsR102_zombieArleneFeral,entityclasses,Entity,,,Lydia the Abhorrent and Joint
DoughsR1030_zombieBoeFeral,entityclasses,Entity,,,Karina the Ever So Dismal and Shaggy
DoughsR1031_zombieJanitorFeral,entityclasses,Entity,,,Reynolds the Very Scary
DoughsR1032_zombieMarleneRadiated,entityclasses,Entity,,,Sansa the Abject and Insecure
DoughsR1033_zombieJoeFeral,entityclasses,Entity,,,Boaz the Waggish Feral Cadaver
DoughsR1034_zombieCheerleaderFeral,entityclasses,Entity,,,Tenley
DoughsR1035_zombieDarlene,entityclasses,Entity,,,Killian the Highly Promiscuous
