Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR100_zombieJanitorRadiated,entityclasses,Entity,,,Hunter
DoughsR101_zombieSkateboarder,entityclasses,Entity,,,Alora the Urgently Lame and Stout
DoughsR102_zombieFarmerFeral,entityclasses,Entity,,,Renata the Voluntarily Gross Feral Zombie Farmer
DoughsR103_zombieFootballPlayer,entityclasses,Entity,,,Dezior the Yieldingly Sentimental Team Z Player
DoughsR104_zombieOldTimer,entityclasses,Entity,,,Collins the Coolly Deceitful
DoughsR105_zombieCheerleader,entityclasses,Entity,,,Kyree the Unethically Really Lousy and Disgraceful
DoughsR106_zombieYoFeral,entityclasses,Entity,,,Razor the Yieldingly Strict
DoughsR107_zombieSoldierFeral,entityclasses,Entity,,,Madalynn the Stormy Feral Soldier
DoughsR108_zombieSteveRadiated,entityclasses,Entity,,,Santiago the Selfish
DoughsR109_zombieMarlene,entityclasses,Entity,,,Audrey the Insensitive Departed Woman
DoughsR10_zombieFarmer,entityclasses,Entity,,,Rosalyn the Unfortunate Zombie Farmer
DoughsR110_zombieFatCopRadiated,entityclasses,Entity,,,Desi the Cursed
DoughsR111_zombieMoeFeral,entityclasses,Entity,,,Shayla the Scintillating and Conventional
DoughsR112_zombieJanitorFeral,entityclasses,Entity,,,Zane the Tame
DoughsR113_zombieSteveCrawlerFeral,entityclasses,Entity,,,Kelsey
DoughsR114_zombieFemaleFatFeral,entityclasses,Entity,,,Davina the Bitchy Feral Hungry Zombie
DoughsR115_zombieJoeRadiated,entityclasses,Entity,,,Kensley the Hurting and Melancholy
DoughsR116_zombieFatHawaiian,entityclasses,Entity,,,Riddle the Broadly Wacky and Striped
DoughsR117_zombieBurnt,entityclasses,Entity,,,Emelia the Tawdry Burn Victim
DoughsR118_zombieOldTimerRadiated,entityclasses,Entity,,,Lexy the Greatly Grimy and Dirty Minded
DoughsR119_zombieOldTimerFeral,entityclasses,Entity,,,Reba the Jealous
DoughsR11_zombieMaleHazmat,entityclasses,Entity,,,Nala the Daily Confused
DoughsR120_zombieFemaleFat,entityclasses,Entity,,,Erick
DoughsR121_zombieSpiderRadiated,entityclasses,Entity,,,Professor the French and Imported
DoughsR122_zombieFatHawaiianFeral,entityclasses,Entity,,,Isaiah the Knowledgeably Squiggly
DoughsR123_zombieBikerFeral,entityclasses,Entity,,,Colt the Joyous
DoughsR124_zombieCheerleaderFeral,entityclasses,Entity,,,Lia the Messy Bloody
DoughsR125_zombieLab,entityclasses,Entity,,,Summer the Sweet
DoughsR126_zombieBoe,entityclasses,Entity,,,Kellen the Decisive Infected Survivor
DoughsR127_zombieScreamerFeral,entityclasses,Entity,,,Blackjack the Friendly
DoughsR128_zombieScreamerRadiated,entityclasses,Entity,,,Samson the Acidic
DoughsR129_zombieDarleneRadiated,entityclasses,Entity,,,Kiowa the Reassuringly Stunning and Oddly Chauvinistic
DoughsR12_zombieSkateboarderRadiated,entityclasses,Entity,,,Rounder the Sickened
DoughsR130_zombieMarleneRadiated,entityclasses,Entity,,,Berkley the Abaft
DoughsR131_legendaryZombieLab,entityclasses,Entity,,,Reba the Absentmindedly Intelligent and Insubstantial
DoughsR132_zombieFatCop,entityclasses,Entity,,,Jacqueline the Stupendous Infected Policeman
DoughsR133_zombieNurse,entityclasses,Entity,,,Michaela the Hurting
DoughsR134_zombieSkateboarderFeral,entityclasses,Entity,,,Lonesome the Stiff
DoughsR135_zombieFatCopFeral,entityclasses,Entity,,,Champion the Sadistic Feral Policeman
DoughsR136_zombieDemolition,entityclasses,Entity,,,Kietche
DoughsR137_zombieLabFeral,entityclasses,Entity,,,Alivia the Fast Impossible
DoughsR138_zombieBoeFeral,entityclasses,Entity,,,Uno the Steady
DoughsR139_zombieSteve,entityclasses,Entity,,,Ezekiel the Atrocious
DoughsR13_zombieScreamer,entityclasses,Entity,,,Easter the Abashed Screamer Zombie
DoughsR140_zombieStripper,entityclasses,Entity,,,Stompie the Violently Immature Zombie Stripper
DoughsR141_zombieMoe,entityclasses,Entity,,,Merit the Repulsive and Fear-inspiring
DoughsR142_zombieSpider,entityclasses,Entity,,,Cupid
DoughsR143_zombieWightFeral,entityclasses,Entity,,,Julieta the Scandalous
DoughsR144_zombieDarlene,entityclasses,Entity,,,Tinsley the Certainly Inexcusable Decayed Mother
DoughsR145_zombieSpiderFeral,entityclasses,Entity,,,Valentin the Certainly Self-absorbed Feral Spider Zombie
DoughsR146_zombieBoeRadiated,entityclasses,Entity,,,Maeve the Offensively Weary
DoughsR147_zombieLabRadiated,entityclasses,Entity,,,Daniela the Dapper
DoughsR148_zombieWightRadiated,entityclasses,Entity,,,Adelynn the Elegantly Foolish
DoughsR149_zombieBusinessMan,entityclasses,Entity,,,Dean
DoughsR14_zombieUtilityWorkerFeral,entityclasses,Entity,,,Paityn the Monthly Active and Damp
DoughsR150_zombieArlene,entityclasses,Entity,,,Ryland
DoughsR151_zombieCheerleaderRadiated,entityclasses,Entity,,,Harmony
DoughsR152_zombieArleneFeral,entityclasses,Entity,,,Tesa
DoughsR153_legendaryZombieBusinessMan,entityclasses,Entity,,,Heywood Japulmah Finga
DoughsR154_zombieFemaleFatRadiated,entityclasses,Entity,,,Jesus
DoughsR155_zombieBiker,entityclasses,Entity,,,Marshall the Physically Xenophobic
DoughsR156_zombieSoldier,entityclasses,Entity,,,Laila the Unapologetic Fallen Soldier
DoughsR157_zombieMarleneFeral,entityclasses,Entity,,,Davion the Loftily Dirty and Heinous
DoughsR158_zombieJoe,entityclasses,Entity,,,Winnie the Really Shameless
DoughsR159_zombieSnowFeral,entityclasses,Entity,,,Trent
DoughsR15_zombieSoldierRadiated,entityclasses,Entity,,,Peso
DoughsR160_zombieSteveCrawler,entityclasses,Entity,,,Puma the Humdrum Crawler
DoughsR161_zombieSnow,entityclasses,Entity,,,Fox the Disturbed Frozen Lumberjack
DoughsR162_zombieUtilityWorker,entityclasses,Entity,,,Kenna the Noisily Teeming
DoughsR163_zombieStripperFeral,entityclasses,Entity,,,Izabella
DoughsR164_zombieJanitor,entityclasses,Entity,,,Bridge
DoughsR165_zombieBusinessManFeral,entityclasses,Entity,,,Bethany the Hellish and Underhanded
DoughsR166_zombieJoeFeral,entityclasses,Entity,,,Willow the Very Absurd Feral Cadaver
DoughsR167_zombieArleneRadiated,entityclasses,Entity,,,Mara the Warmhearted
DoughsR168_zombieBikerRadiated,entityclasses,Entity,,,Apache the Always Acoustic
DoughsR169_zombieYoRadiated,entityclasses,Entity,,,Sgt. Pepper the Very Bad
DoughsR16_zombieSteveFeral,entityclasses,Entity,,,Tripp
DoughsR170_zombieYo,entityclasses,Entity,,,Giana the Trashy Rotting Carcass
DoughsR171_zombieMoeRadiated,entityclasses,Entity,,,James the Aching
DoughsR172_zombieDarleneFeral,entityclasses,Entity,,,Brittany
DoughsR173_zombieNurseFeral,entityclasses,Entity,,,Queball the Dangerous Feral Nurse
DoughsR174_zombieFarmer,entityclasses,Entity,,,Zariyah the Stingy Zombie Farmer
DoughsR175_zombieMaleHazmat,entityclasses,Entity,,,Jewel the Shakily Powerfully Stinky Hazardous Worker
DoughsR176_zombieSkateboarderRadiated,entityclasses,Entity,,,Marlee
DoughsR177_zombieScreamer,entityclasses,Entity,,,Daniela the Haunted Screamer Zombie
DoughsR178_zombieUtilityWorkerFeral,entityclasses,Entity,,,Nixon the Disembodied
DoughsR179_zombieSoldierRadiated,entityclasses,Entity,,,Ryann the Bitchy
DoughsR17_legendaryZombieUtilityWorker,entityclasses,Entity,,,Zeren the Very Abandoned
DoughsR180_zombieSteveFeral,entityclasses,Entity,,,Alonso the Jolly Feral Corpse
DoughsR181_legendaryZombieUtilityWorker,entityclasses,Entity,,,Carden the Internet Worthy
DoughsR182_zombieJanitorRadiated,entityclasses,Entity,,,Turbo the Lightly Backstabbing and Damaged
DoughsR183_zombieSkateboarder,entityclasses,Entity,,,Dexter the Macabre
DoughsR184_zombieFarmerFeral,entityclasses,Entity,,,Nikolai the Quietly Inconclusive
DoughsR185_zombieFootballPlayer,entityclasses,Entity,,,Butter Churner the Strictly Sentimental Team Z Player
DoughsR186_zombieOldTimer,entityclasses,Entity,,,London the Full
DoughsR187_zombieCheerleader,entityclasses,Entity,,,Ailani the Clear-cut and Black Metal
DoughsR188_zombieYoFeral,entityclasses,Entity,,,Gracie
DoughsR189_zombieSoldierFeral,entityclasses,Entity,,,Arthur the Indecent
DoughsR18_zombieJanitorRadiated,entityclasses,Entity,,,Julia the Cautiously Starry and Concerned
DoughsR190_zombieSteveRadiated,entityclasses,Entity,,,Alyssa the Exactly Tangible
DoughsR191_zombieMarlene,entityclasses,Entity,,,Jingles the Seeping Departed Woman
DoughsR192_zombieFatCopRadiated,entityclasses,Entity,,,Billy the Flirting and Useless
DoughsR193_zombieMoeFeral,entityclasses,Entity,,,Ripley the Inwardly Funny and Honored
DoughsR194_zombieJanitorFeral,entityclasses,Entity,,,Lexington the Fast Black Metal
DoughsR195_zombieSteveCrawlerFeral,entityclasses,Entity,,,Cannon the Willfully Inborn and Outnumbered
DoughsR196_zombieFemaleFatFeral,entityclasses,Entity,,,Zeren the Frankly Grubby
DoughsR197_zombieJoeRadiated,entityclasses,Entity,,,Aliya the Tepid
DoughsR198_zombieFatHawaiian,entityclasses,Entity,,,Ayan the Dangerous and Coarse
DoughsR199_zombieBurnt,entityclasses,Entity,,,Halle
DoughsR19_zombieSkateboarder,entityclasses,Entity,,,Diego
DoughsR200_zombieOldTimerRadiated,entityclasses,Entity,,,Alessia the Idolized and Abortive
DoughsR201_zombieOldTimerFeral,entityclasses,Entity,,,Captain the Briskly Frayed and Ill-fated
DoughsR202_zombieFemaleFat,entityclasses,Entity,,,Kinley the Troubled Hungry Zombie
DoughsR203_zombieSpiderRadiated,entityclasses,Entity,,,Maddox the Calculating
DoughsR204_zombieFatHawaiianFeral,entityclasses,Entity,,,Aubrie the Limply Really Shameless and Naughty
DoughsR205_zombieBikerFeral,entityclasses,Entity,,,Conan the Inappropriately Harsh
DoughsR206_zombieCheerleaderFeral,entityclasses,Entity,,,Nasir the Very Zealous and Jazzy
DoughsR207_zombieLab,entityclasses,Entity,,,Kaisley the Seemingly Fiercely-loyal
DoughsR208_zombieBoe,entityclasses,Entity,,,Jolene the Accomplished Infected Survivor
DoughsR209_zombieScreamerFeral,entityclasses,Entity,,,Bartho
DoughsR20_zombieFarmerFeral,entityclasses,Entity,,,Mathew
DoughsR210_zombieScreamerRadiated,entityclasses,Entity,,,Conner
DoughsR211_zombieDarleneRadiated,entityclasses,Entity,,,Jake the Tan
DoughsR212_zombieMarleneRadiated,entityclasses,Entity,,,Houdini the Thick and Statuesque
DoughsR213_legendaryZombieLab,entityclasses,Entity,,,Darwin
DoughsR214_zombieFatCop,entityclasses,Entity,,,Mavis
DoughsR215_zombieNurse,entityclasses,Entity,,,Isaiah
DoughsR216_zombieSkateboarderFeral,entityclasses,Entity,,,Demetrius
DoughsR217_zombieFatCopFeral,entityclasses,Entity,,,Noe the Warlike and Looming
DoughsR218_zombieDemolition,entityclasses,Entity,,,Hoss the Deceiving and Gooey Centered
DoughsR219_zombieLabFeral,entityclasses,Entity,,,Picalo the Loudly Wandering and Very Absurd
DoughsR21_zombieFootballPlayer,entityclasses,Entity,,,Jairo the Violent and Haunted
DoughsR220_zombieBoeFeral,entityclasses,Entity,,,Callaway the Jaunty
DoughsR221_zombieSteve,entityclasses,Entity,,,Razuli the Absentmindedly Easily Startled and Shivering
DoughsR222_zombieStripper,entityclasses,Entity,,,Kyson
DoughsR223_zombieMoe,entityclasses,Entity,,,Hayden the Dazzling and Indolent
DoughsR224_zombieSpider,entityclasses,Entity,,,Denver the Voluminous and Warmhearted
DoughsR225_zombieWightFeral,entityclasses,Entity,,,Ray the Furious and Devilish
DoughsR226_zombieDarlene,entityclasses,Entity,,,Jonah the Cautiously Intrepid Decayed Mother
DoughsR227_zombieSpiderFeral,entityclasses,Entity,,,Reuben the Really Smelly
DoughsR228_zombieBoeRadiated,entityclasses,Entity,,,Conor the Randomly Sturdy
DoughsR229_zombieLabRadiated,entityclasses,Entity,,,Graham the Vaguely Internal and Full
DoughsR22_zombieOldTimer,entityclasses,Entity,,,Thatcher the Tangible
DoughsR230_zombieWightRadiated,entityclasses,Entity,,,Ever the Disturbed and Frivolous
DoughsR231_zombieBusinessMan,entityclasses,Entity,,,Chana the Impertinent and Narrow-minded
DoughsR232_zombieArlene,entityclasses,Entity,,,Journey
DoughsR233_zombieCheerleaderRadiated,entityclasses,Entity,,,Della the Perverted
