Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR1000_zombieMoeRadiated,entityclasses,Entity,,,Clayton the Instantly Frisky
DoughsR1001_zombieNurse,entityclasses,Entity,,,Hobo
DoughsR1002_zombieSoldier,entityclasses,Entity,,,Gianni the Very Mean and Very Scary
DoughsR1003_zombieFatCopFeral,entityclasses,Entity,,,Dolly the Grouchy Feral Policeman
DoughsR1004_zombieDarleneRadiated,entityclasses,Entity,,,Larry the Growing and Witch-approved
DoughsR1005_zombieSkateboarderRadiated,entityclasses,Entity,,,Cadence the Homely
DoughsR1006_zombieJoeRadiated,entityclasses,Entity,,,Lena the Second
DoughsR1007_zombieMaleHazmat,entityclasses,Entity,,,Annie
DoughsR1008_zombieBusinessManFeral,entityclasses,Entity,,,Serena the Chauvinistic
DoughsR1009_zombieDarlene,entityclasses,Entity,,,Kaitlyn the Futuristic Decayed Mother
DoughsR100_zombieSoldier,entityclasses,Entity,,,Lexington the Very Complex
DoughsR1010_zombieFatCop,entityclasses,Entity,,,Morgan
DoughsR1011_zombieFatHawaiianFeral,entityclasses,Entity,,,Emery the Very Guilty Feral Tourist
DoughsR1012_zombieMoeFeral,entityclasses,Entity,,,Fox the Irritable and Gory
DoughsR1013_zombieLabFeral,entityclasses,Entity,,,Magnolia the Jubilantly Mostly Undead
DoughsR1014_zombieJanitorFeral,entityclasses,Entity,,,Arturo the Hangry and Stable
DoughsR1015_zombieFemaleFatRadiated,entityclasses,Entity,,,Kaitlyn the Rebellious
DoughsR1016_zombieNurseFeral,entityclasses,Entity,,,Felix the Double-crossing
DoughsR1017_zombieBiker,entityclasses,Entity,,,Margot the Really Rank Zombie Biker
DoughsR1018_zombieJoeFeral,entityclasses,Entity,,,Turner the Excitedly Inappropriately Harsh
DoughsR1019_zombieSoldierRadiated,entityclasses,Entity,,,River
DoughsR101_zombieFatCopFeral,entityclasses,Entity,,,Chloe the Embittered Feral Policeman
DoughsR1020_zombieMarleneFeral,entityclasses,Entity,,,Patrick
DoughsR1021_zombieDemolition,entityclasses,Entity,,,Briggs
DoughsR1022_zombieScreamerRadiated,entityclasses,Entity,,,Chex the Very Impolite
DoughsR1023_zombieArleneFeral,entityclasses,Entity,,,Jeffrey the Fiery and Instinctive
DoughsR1024_zombieSpider,entityclasses,Entity,,,Kaylani the Contemplative and Temporary
DoughsR1025_zombieWightFeral,entityclasses,Entity,,,Batman the Violently Frivolous Feral Wight
DoughsR1026_zombieBurnt,entityclasses,Entity,,,Leonel the Satisfying and Very Impolite
DoughsR1027_legendaryZombieBusinessMan,entityclasses,Entity,,,Fart Juggler the Obediently Unknown
DoughsR1028_zombieBusinessMan,entityclasses,Entity,,,Davion
DoughsR1029_zombieSteveRadiated,entityclasses,Entity,,,Dangelo the Wan and Unlawful
DoughsR102_zombieDarleneRadiated,entityclasses,Entity,,,Cory the Sympathetic
DoughsR1030_zombieFatHawaiian,entityclasses,Entity,,,Kayden the Hurt Disturbed Tourist
DoughsR1031_zombieStripperFeral,entityclasses,Entity,,,Stix the Disturbed and Blathering
DoughsR1032_zombieSpiderRadiated,entityclasses,Entity,,,Sevyn the Clearly Tearful
DoughsR1033_zombieBikerRadiated,entityclasses,Entity,,,Katelyn the Grubby
DoughsR1034_zombieOldTimerRadiated,entityclasses,Entity,,,Sassy the Immense
DoughsR1035_zombieMarlene,entityclasses,Entity,,,Luciano the Intelligent
DoughsR1036_zombieFemaleFatFeral,entityclasses,Entity,,,Victor the Immoral Feral Hungry Zombie
DoughsR1037_zombieCheerleader,entityclasses,Entity,,,Uno the Actual
DoughsR1038_zombieJoe,entityclasses,Entity,,,Lea the Sinister and Densely Moronic
DoughsR1039_zombieMoe,entityclasses,Entity,,,Johanna the Haunting and Startling
DoughsR103_zombieSkateboarderRadiated,entityclasses,Entity,,,Juniper
DoughsR1040_zombieLab,entityclasses,Entity,,,Defiance the Guilty
DoughsR1041_zombieFarmer,entityclasses,Entity,,,Dylan the Embarrassed To the Bone Zombie Farmer
DoughsR1042_zombieSnowFeral,entityclasses,Entity,,,Colin the Bitchy
DoughsR1043_zombieSteve,entityclasses,Entity,,,Oakley the In Denial Reanimated Corpse
DoughsR1044_zombieDarleneFeral,entityclasses,Entity,,,Cannon the Comfortable Feral Mother
DoughsR1045_zombieStripper,entityclasses,Entity,,,Jafaar
DoughsR1046_zombieFatCopRadiated,entityclasses,Entity,,,Sawyer the Extra Frightful Radiated Policeman
DoughsR1047_legendaryZombieLab,entityclasses,Entity,,,Sally the Compassionate
DoughsR1048_zombieYo,entityclasses,Entity,,,Amelie the Dreadful
DoughsR1049_zombieJanitor,entityclasses,Entity,,,Aron the Internet Famous and Cheating
DoughsR104_zombieJoeRadiated,entityclasses,Entity,,,Chix the Slightly Indecent and Highly Disappointing
DoughsR1050_zombieUtilityWorkerFeral,entityclasses,Entity,,,Elian the Instructive
DoughsR1051_zombieYoFeral,entityclasses,Entity,,,Fifer the Highly Abusive and Crappy
DoughsR1052_zombieCheerleaderFeral,entityclasses,Entity,,,Ada the Intentional and Decimal
DoughsR1053_zombieBoeRadiated,entityclasses,Entity,,,Micah the Bashfully Out-of-line and Fear-inspiring
DoughsR1054_zombieScreamerFeral,entityclasses,Entity,,,Lyric the Ideal
