Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR100_animalZombieVultureRadiated,entityclasses,Entity,,,Jazzibelle the Morose Radiated Vulture
DoughsR101_animalWolf,entityclasses,Entity,,,Aussi
DoughsR102_animalBear,entityclasses,Entity,,,Stinky the Slap Happy Bear
DoughsR103_animalBoar,entityclasses,Entity,,,Duckling
DoughsR104_animalMountainLion,entityclasses,Entity,,,Trinity the Nearly Cute But Demonic Mountain Lion
DoughsR105_animalZombieDog,entityclasses,Entity,,,Scooter the Unselfish
DoughsR106_animalCoyote,entityclasses,Entity,,,Sophi the Inappropriately Harsh Coyote
DoughsR107_animalZombieBear,entityclasses,Entity,,,Kenia the Thick
DoughsR108_animalSnake,entityclasses,Entity,,,Marshall the Doubtfully Suspicious Snake
DoughsR109_animalZombieVulture,entityclasses,Entity,,,Harley the Unsung and Clipped
DoughsR10_animalCoyote,entityclasses,Entity,,,Teresa the Reckless Coyote
DoughsR110_animalDireWolf,entityclasses,Entity,,,Chaya the Immaterial
DoughsR111_animalBossGrace,entityclasses,Entity,,,Zendaya the Stark and Gooey
DoughsR112_animalZombieVultureRadiated,entityclasses,Entity,,,Khari the Stubborn Radiated Vulture
DoughsR113_animalWolf,entityclasses,Entity,,,Lauren the Very Colossal Wolf
DoughsR114_animalBear,entityclasses,Entity,,,Bubbies the Fighting and Spirited
DoughsR115_animalBoar,entityclasses,Entity,,,Apple the Fiercely Loyal Boar
DoughsR116_animalMountainLion,entityclasses,Entity,,,Ansel the Hair-raising Mountain Lion
DoughsR117_animalZombieDog,entityclasses,Entity,,,Dream Girl the Acid Zombie Dog
DoughsR118_animalCoyote,entityclasses,Entity,,,Dahlia the Intently Crazy
DoughsR119_animalZombieBear,entityclasses,Entity,,,Deeno the Fatally Dully Annoying Zombie Bear
DoughsR11_animalZombieBear,entityclasses,Entity,,,Honor the Bitterly Insane
DoughsR120_animalSnake,entityclasses,Entity,,,Carlos the Worm Infested Snake
DoughsR121_animalZombieVulture,entityclasses,Entity,,,Bubba the Viciously Joint and Alive
DoughsR122_animalDireWolf,entityclasses,Entity,,,Breathless the Maximally Violent Dire Wolf
DoughsR123_animalBossGrace,entityclasses,Entity,,,Dominator the Sorta Deceased and Gruely Boring
DoughsR124_animalZombieVultureRadiated,entityclasses,Entity,,,Reina the Striped Radiated Vulture
DoughsR125_animalWolf,entityclasses,Entity,,,Rodeo the Nicely Really Shameless and House-broken
DoughsR126_animalBear,entityclasses,Entity,,,Sophie the Suspicious and Sneaky
DoughsR127_animalBoar,entityclasses,Entity,,,Suave
DoughsR128_animalMountainLion,entityclasses,Entity,,,Lainey the Kindly Warmhearted Mountain Lion
DoughsR129_animalZombieDog,entityclasses,Entity,,,Teddy the Afflicted Zombie Dog
DoughsR12_animalSnake,entityclasses,Entity,,,Pubert
DoughsR130_animalCoyote,entityclasses,Entity,,,Amani
DoughsR131_animalZombieBear,entityclasses,Entity,,,Cassidy the Ghoulish and Very Absurd
DoughsR132_animalSnake,entityclasses,Entity,,,Marty the Weepy
DoughsR133_animalZombieVulture,entityclasses,Entity,,,Buttercup the Dirty Minded
DoughsR134_animalDireWolf,entityclasses,Entity,,,Cooper the Foolishly Backstabbing and Hopeful
DoughsR135_animalBossGrace,entityclasses,Entity,,,Frisky the Suddenly Heinous
DoughsR136_animalZombieVultureRadiated,entityclasses,Entity,,,Baldwin the Crazed and Irresponsible
DoughsR137_animalWolf,entityclasses,Entity,,,Sammy the Brightly Whiny and Highly Abusive
DoughsR138_animalBear,entityclasses,Entity,,,Ginger the Ferociously Unruly and Bewitched
DoughsR139_animalBoar,entityclasses,Entity,,,Sweetthang the Indolent
DoughsR13_animalZombieVulture,entityclasses,Entity,,,Boy the Very Tacky and Beautiful
DoughsR140_animalMountainLion,entityclasses,Entity,,,Zendaya the Hurried
DoughsR141_animalZombieDog,entityclasses,Entity,,,Little the Four Zombie Dog
DoughsR142_animalCoyote,entityclasses,Entity,,,Davion the Cautiously Dankest
DoughsR143_animalZombieBear,entityclasses,Entity,,,Patches the Supportive and Lewd
DoughsR144_animalSnake,entityclasses,Entity,,,Spring the Confrontational and Dirty
DoughsR145_animalZombieVulture,entityclasses,Entity,,,Goldie the Sorta Deceased and Comfortable
DoughsR146_animalDireWolf,entityclasses,Entity,,,Asa
DoughsR147_animalBossGrace,entityclasses,Entity,,,Delilah the Vivacious and Argumentative
DoughsR148_animalZombieVultureRadiated,entityclasses,Entity,,,Luna
DoughsR149_animalWolf,entityclasses,Entity,,,Valerie the Happily Flirting and Groovy
DoughsR14_animalDireWolf,entityclasses,Entity,,,Burger
DoughsR150_animalBear,entityclasses,Entity,,,Munchkin the Joyous Bear
DoughsR151_animalBoar,entityclasses,Entity,,,Sweetstuff the Incompetent Boar
DoughsR152_animalMountainLion,entityclasses,Entity,,,Lonesome
DoughsR153_animalZombieDog,entityclasses,Entity,,,Gorgeous the Scrawny Zombie Dog
DoughsR154_animalCoyote,entityclasses,Entity,,,Sebastian the Weighty and Dastardly
DoughsR155_animalZombieBear,entityclasses,Entity,,,Burger the Hypnotic Zombie Bear
DoughsR156_animalSnake,entityclasses,Entity,,,Wilson the Sleepily Weighty Snake
DoughsR157_animalZombieVulture,entityclasses,Entity,,,Trouble the Absent
DoughsR158_animalDireWolf,entityclasses,Entity,,,Corinne the Playfully Hyperactive Dire Wolf
DoughsR159_animalBossGrace,entityclasses,Entity,,,Madalynn the Terrified Grace
DoughsR15_animalBossGrace,entityclasses,Entity,,,Creed the Dangerous
DoughsR160_animalZombieVultureRadiated,entityclasses,Entity,,,Mocha the Sugary and Perverted
DoughsR161_animalWolf,entityclasses,Entity,,,Ayleen
DoughsR162_animalBear,entityclasses,Entity,,,Chester the Scintillating
DoughsR163_animalBoar,entityclasses,Entity,,,Shorty the Tedious and Artful
DoughsR164_animalMountainLion,entityclasses,Entity,,,Marcelo the Righteously Unpleasant Mountain Lion
DoughsR165_animalZombieDog,entityclasses,Entity,,,Loveylove
DoughsR166_animalCoyote,entityclasses,Entity,,,Kody the Tenderly Bloody
DoughsR167_animalZombieBear,entityclasses,Entity,,,Kelvin the Tangy and Spooky
DoughsR168_animalSnake,entityclasses,Entity,,,Sergio the Vivid
DoughsR169_animalZombieVulture,entityclasses,Entity,,,Bumpa the Worriedly Gory and Keen
DoughsR16_animalZombieVultureRadiated,entityclasses,Entity,,,Kodiak the Incomparable
DoughsR170_animalDireWolf,entityclasses,Entity,,,Zoie the Freely Inexcusable Dire Wolf
DoughsR171_animalBossGrace,entityclasses,Entity,,,Fartinghouse
DoughsR172_animalZombieVultureRadiated,entityclasses,Entity,,,Makenzie the Hangry Radiated Vulture
DoughsR173_animalWolf,entityclasses,Entity,,,Veda the Scrawny and Crazy Like Your Ex
DoughsR174_animalBear,entityclasses,Entity,,,Cutie Patootie the Dapper
DoughsR175_animalBoar,entityclasses,Entity,,,Luna
DoughsR176_animalMountainLion,entityclasses,Entity,,,Gerardo the Synonymous and Obnoxious
DoughsR177_animalZombieDog,entityclasses,Entity,,,Babe the Boastfully Starchy and Athletic
DoughsR178_animalCoyote,entityclasses,Entity,,,Hunter the Psycho
DoughsR179_animalZombieBear,entityclasses,Entity,,,Rustler the Abominable
DoughsR17_animalWolf,entityclasses,Entity,,,Cyrus
DoughsR180_animalSnake,entityclasses,Entity,,,Salvatore
DoughsR181_animalZombieVulture,entityclasses,Entity,,,Cuddly-wuddly
DoughsR182_animalDireWolf,entityclasses,Entity,,,Franco the Sick
DoughsR183_animalBossGrace,entityclasses,Entity,,,Keily the Hurt and Several
DoughsR184_animalZombieVultureRadiated,entityclasses,Entity,,,Hayden
DoughsR185_animalWolf,entityclasses,Entity,,,Cassidy the Complete
DoughsR186_animalBear,entityclasses,Entity,,,Roo Roo the Impossible
DoughsR187_animalBoar,entityclasses,Entity,,,Max the Longingly Merciless
DoughsR188_animalMountainLion,entityclasses,Entity,,,Tow Bar the Loyally Super
DoughsR189_animalZombieDog,entityclasses,Entity,,,Fruit Cake the Weird
DoughsR18_animalBear,entityclasses,Entity,,,Smoochie the Savage
DoughsR190_animalCoyote,entityclasses,Entity,,,Jasper the Impressive and Slightly Hideous
DoughsR191_animalZombieBear,entityclasses,Entity,,,Storm the Annually Immense
DoughsR192_animalSnake,entityclasses,Entity,,,Keno the Hourly Watery Snake
DoughsR193_animalZombieVulture,entityclasses,Entity,,,Hot Mama the Whiny Zombie Vulture
DoughsR194_animalDireWolf,entityclasses,Entity,,,Giana the Unlovable
DoughsR195_animalBossGrace,entityclasses,Entity,,,Jerome the Truthfully Insidious
DoughsR196_animalZombieVultureRadiated,entityclasses,Entity,,,Jessie the Very Ill
